ID,point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7
ck7w3x2r401vv0981y8qcbgfm,57,26,178,86,143,168,23,108
ck7w43jtx4lgv0832z9ppqdjt,16,90,58,196,223,128,181,27
ck7w4poav1l4c0807x5bv2ea1,34,58,108,3,193,136,112,191
ck7w4qw4964mu0874pezq2dv8,26,43,182,83,162,191,6,147
ck7w4rwpyiah10758mkq27zgh,17,80,28,176,181,144,159,38
ck7w4tp5wh5zr0894qmk3q5lh,95,34,163,71,105,180,37,139
ck7w4umgm1owd0807qz5kgql5,4,61,24,171,208,142,187,28
ck7w4vkjd1pks08079uk7dt6m,129,19,195,96,69,204,10,131
ck7w4x12p55r60832smc18b35,21,67,34,165,201,148,188,51
ck7w4y6sz56qp0832krmt5ow6,53,51,176,107,138,186,15,130
ck7w4zu5k5job0866kirwk0dd,176,102,154,177,35,137,57,67
ck7w513e16cq10874krnwzz89,38,72,111,13,203,141,122,196
ck7w5260giipi0758p4kaelz6,43,48,24,137,175,167,194,75
ck7w52zve59yd0832ogi7llni,19,75,43,183,216,148,193,32
ck7w53w7r5akh08325m7ebmg9,9,90,33,196,204,158,180,49
ck7w55mf50xup09812yno7zzm,30,67,109,27,179,166,94,206
ck7w56pr2rr7c07525x4mtv72,32,108,70,190,193,124,152,42
ck7w57qeg0yu309817u6lcy0e,52,24,209,102,159,202,3,123
ck7w58m251z1k08077y2l1qrd,57,26,72,170,144,167,133,15
ck7w59nifimlj0758t8exovag,46,45,186,78,167,162,28,125
ck7w5az3z5q7o086681az4tq1,43,58,212,84,195,190,26,160
ck7w5buc75e1p0832u1dxflbe,20,113,71,199,213,116,158,34
ck7w5cwuu6j2n0874m8z8piee,41,71,63,163,223,124,194,31
ck7w5dnu8rtn50752l0lipcjb,5,50,16,160,185,149,174,35
ck7w5f2wy20x90807mr0fm0lc,2,50,25,163,196,129,177,19
ck7w5fwcd5f940832niu00teg,31,104,53,184,181,141,154,61
ck7w5gvae5fqq0832rwklo0ta,32,36,205,51,195,153,22,138
ck7w5hv0k12bw0981ut2kvoy5,30,87,56,182,208,136,178,37
ck7w5iltehjdb0894md8k2sao,2,60,21,186,223,158,205,29
ck7w5j3ce12zj0981s7kv9t64,40,58,189,73,180,172,31,154
ck7w5map4rxce07529hsmkjmn,131,23,189,103,61,187,9,109
ck7w5nwyyhlze0894z73agf18,207,113,145,198,18,101,79,16
ck7w5p11z15x90981s75sspgs,103,9,193,52,117,205,26,157
ck7w5q6k416eq0981zvvoc8qh,31,61,103,12,187,129,113,181
ck7w5rqe35l090832ezeek1jr,4,103,171,32,218,137,47,208
ck7w5t16siuy20758945nn4of,40,57,117,178,198,134,117,9
ck7w5u8avivg90758scycinlq,180,117,117,180,9,78,68,15
ck7w5v630288l0807myfis5d3,63,40,216,75,191,168,42,129
ck7w5wjqd18yy0981xouqal17,35,140,103,183,177,69,106,26
ck7w5xh9019bf0981ahmxyyhm,71,29,165,62,109,208,27,171
ck7w5ytkis2wi0752rmgo1rhz,29,115,76,194,206,107,155,29
ck7w60nj61al00981ls7hqvsq,38,113,89,190,217,104,162,26
ck7w61qykhrkb0894db60qsi1,23,58,202,36,213,153,34,170
ck7w62lvshrwo0894murvslz5,203,102,142,192,17,89,71,9
ck7w6vs1m73yy0874hzqxjgcw,24,58,21,173,200,179,203,61
ck7w6xppq2m43080757azlb0q,216,174,20,168,23,48,216,48
ck7w6zissja340758geceub1z,174,114,45,178,2,98,128,31
ck7w7089o753g0874dv50kz6n,57,31,222,119,167,221,2,128
ck7w7ahu1sk1d0752asonx7ey,119,2,204,57,115,197,22,142
ck7w7d9zmi97108946xu0n2ds,102,11,133,16,190,121,10,213
ck7w7dyae2ses0807yxjda4t2,9,85,114,201,191,136,78,19
ck7w7ev9v66ec0832ey1rxaei,186,147,100,204,15,74,96,17
ck7w7flyx2t3c0807frmbawpv,179,170,7,149,19,41,192,58
ck7w7fztt6k290866399f48kp,205,139,56,148,47,60,196,47
ck7w7hbym67jk08328t9fvoc0,212,133,44,167,25,66,190,29
ck7w7hvs7snbw0752kg7fuejj,118,25,180,97,59,197,1,132
ck7w7j22f68it08322cff1r49,88,32,168,69,105,213,21,169
ck7w7jjfr68tu0832hzyjpwag,179,164,2,154,7,44,184,55
ck7w7jxwl7dn20874b7pr1iq8,36,74,54,170,201,143,187,51
ck7w7kcjwidiq0894tfefo8c2,113,31,32,141,99,193,183,83
ck7w7kvrsjje2075810u0jf9d,10,107,143,198,196,110,59,19
ck7w7lbql6n3p08665ewh7dp8,7,60,4,168,184,175,184,67
ck7w7lusdjk3m0758r2ujafc4,213,122,48,182,10,84,174,24
ck7w7memc1we309810kwuzx2f,198,120,61,203,14,112,140,29
ck7w7n1cyjkqx0758f0vtolqc,87,21,182,43,146,191,52,173
ck7w7ng4l7fnx0874dce6pz5j,187,153,24,184,9,81,168,55
ck7w7o0cdifjh0894eaca8zgp,36,12,6,112,166,163,200,57
ck7w7oes8sqs80752sbouwp2j,168,166,5,133,24,28,193,59
ck7w7peiksreo0752molrgtxg,66,50,39,126,172,183,203,104
ck7w7qaajjmta0758z0bhdeww,46,60,174,112,138,192,14,140
ck7w7qq3f6d1f0832clj9lca6,56,53,38,142,187,177,212,81
ck7w7r6zt6qoq0866tud0dq5z,176,68,155,163,2,118,27,26
ck7w7sflg6e6m0832c3nyva1e,222,182,13,177,8,39,222,39
ck7w7szwo6ej70832ms6z008z,178,118,48,159,25,85,152,40
ck7w7ttwosuji0752zcpudvii,30,91,65,160,185,113,151,39
ck7w7uchh6sp70866atty18a9,29,79,133,211,217,147,113,15
ck7w7uv4yjpzb0758m2sgqog7,103,0,23,143,100,203,191,56
ck7w7vaul7kh30874cgro51k8,13,89,61,189,217,109,169,9
ck7w7vpg4jqho0758d0gg0645,28,110,60,186,191,137,156,55
ck7w7w7dtiki30894tqkxor1r,37,41,10,151,188,196,211,82
ck7w7wrtyikpo08947cs9ddg0,81,50,47,120,171,169,200,98
ck7w7x9bg338q0807330r0g4k,199,113,56,186,16,96,154,23
ck7w7xt51236a0981tol7z336,205,112,61,200,5,102,147,22
ck7w7ye7qswrd0752dry6x4fn,60,22,21,108,166,175,206,85
ck7w7z0hi23tr0981n2evni0b,193,92,158,167,34,116,65,40
ck7w7zzk424bk0981u4kgevje,202,92,78,205,7,126,129,10
ck7w80gryjssn07587bhp2g9u,179,161,31,154,34,61,186,68
ck7w8106wimv50894o74ds0bn,179,108,71,18,23,81,131,175
ck7w81os0in6n0894qkyjg8f6,53,38,4,126,174,194,212,92
ck7w827azinh10894y4qgidzz,167,173,64,190,43,25,147,8
ck7w82mdoinr70894upbxfgog,20,49,14,155,188,167,188,55
ck7w835cosyyr0752f4p6n8e8,187,135,41,167,23,78,165,46
ck7w83lhw263n0981833h5zao,53,88,154,172,207,106,102,22
ck7w83x64julh0758iq9yk2l4,210,200,20,184,26,66,216,83
ck7w84ixx6kll0832xmjan3oa,198,114,36,172,1,79,159,22
ck7w851jkipbk0894f9o671na,213,135,47,201,14,94,172,27
ck7w85kdk27ey09819oiaw7rr,171,172,6,147,23,45,188,66
ck7w85ybg37wl08074bdqxm6n,21,54,21,168,192,164,188,54
ck7w872i56m6y0832hmiu9oss,13,28,21,198,212,198,191,19
ck7w88j5oir9b0894zxnk2eif,14,91,61,192,221,120,174,15
ck7w89e4g29e50981kafgv3f3,172,162,27,175,17,90,159,70
ck7w89rce7rvy08748b75csod,45,61,84,198,171,179,131,37
ck7w8a77t6nox0832k35u35tv,62,20,15,117,169,187,212,90
ck7w8ans802l00a002fovy400,35,21,0,118,155,172,189,71
ck7w8b1uq7sdq0874kth4uj3v,189,172,22,172,26,65,189,62
ck7w8bwbxjynw0758dawnl55h,216,147,49,160,37,58,209,45
ck7w8cl5h2as70981lexg3wfd,178,123,62,173,33,102,149,48
ck7w8f58piujf08940xn57hdv,155,22,61,31,75,179,169,170
ck7w8fu7ciuzp08940j53xeko,203,136,56,200,22,107,164,44
ck7w8g9az3cw70807dp0l0pk9,211,181,20,208,4,88,190,61
ck7w8gnr705eu0a00mxy325wu,186,140,38,173,23,92,165,52
ck7w8h0t73dah0807e75twefa,68,31,21,114,151,193,198,110
ck7w8hnc8k1mt0758r3t1ut3s,32,83,59,168,198,124,171,38
ck7w8i4oo067z0a00z8pf8712,124,31,29,123,84,180,182,95
ck7w8inlw06ge0a00pri37e0r,6,107,54,198,199,113,157,31
ck7w8j0h46s1f0832s5xkwltz,55,7,17,111,179,169,217,65
ck7w8jfg77wbe0874m67pb6j9,118,40,189,98,95,210,33,147
ck7w8jwk9071f0a00v0gqnuoe,74,9,65,211,191,219,200,18
ck7w8kbmd2eft0981ftm92v5w,9,73,115,198,197,127,80,2
ck7w8knvn2ejb0981om04ctui,28,92,56,182,204,127,169,34
ck7w8l7cs764e0866lzgv3hlm,18,57,32,142,175,119,156,33
ck7w8ln4807rl0a00efw3ljld,20,57,36,161,208,146,192,36
ck7w8m1xs07xp0a00jr0c10n1,174,153,38,168,23,87,163,69
ck7w8mge608450a00dgwjp2bd,186,111,50,190,1,106,133,27
ck7w8mv6a6tuj0832q7l7wr1a,211,123,67,195,25,107,174,35
ck7w8nfpg6u260832zfab9s40,174,162,18,177,9,83,162,59
ck7w8nxv27y7u0874l59vd0pt,206,125,43,185,7,89,171,29
ck7w8oc0z77j2086620mcxeul,172,110,42,172,2,96,131,33
ck7w8p4z0iz8m089453b8nupb,89,16,33,148,115,194,178,59
ck7w8pp7q6v8v0832rr45lsmf,52,161,129,196,181,56,101,28
ck7w8qiokj00t08949t3ybryq,192,154,10,151,6,44,188,44
ck7w8r1vzk5s60758zp8miffy,14,118,147,221,209,143,68,39
ck7w8rgys3i5o080792hz06au,168,39,60,22,34,190,138,207
ck7w8sflz79m40866hq1bp95t,212,146,26,174,15,63,198,30
ck7w8su2h80jz0874g0n5od0v,77,24,41,176,133,208,173,44
ck7w8t82t3iyy08070pg9vd8d,212,182,32,204,17,96,198,67
ck7w8tpywj1pe0894syyb50tv,177,163,27,167,23,77,173,73
ck7w8u6lq7ak408668yxycugq,106,28,37,135,95,180,168,73
ck7w8ukrr3jkh0807j2olpx86,197,105,61,167,23,80,156,18
ck7w8uyik81fp0874hg9i9mqp,36,57,13,132,134,174,162,99
ck7w8vfs43jwz0807m20cn6z6,4,105,47,185,182,108,129,26
ck7w8w0rq2jq30981k2yiv0sd,136,20,1,125,63,213,202,113
ck7w8wjq63kgr0807yy8mrisg,115,32,181,95,81,196,17,127
ck7w8x6jd0d890a00tw4dps6c,142,21,207,97,82,203,21,127
ck7w8ygiu2kvc0981en2zvwul,125,15,180,86,66,184,15,109
ck7w922m30fia0a00uzcyhjq1,191,123,130,177,44,80,104,23
ck7w92l66j6810894palr3ug9,54,19,216,94,164,195,5,110
ck7w937af2ngw09810jzfae3a,185,132,28,178,3,82,156,41
ck7w94jsm863p0874c4xcp3dk,171,148,28,165,20,75,162,56
ck7w95abt3owx0807jixiqsh4,195,126,54,179,27,93,160,38
ck7w95qsxkct9075831xxcxms,172,146,49,141,54,60,177,65
ck7w96ckoj859089466tqfcpq,36,55,16,144,156,174,175,80
ck7w979st0iag0a00ne0n0im9,186,151,116,191,48,65,110,25
ck7w97v8aj8yc0894mayb8dsf,142,26,209,102,76,219,10,138
ck7w98emxke0m0758a9vebahd,209,160,17,164,14,45,209,37
ck7w99wja754c083284mcigma,150,25,220,119,68,216,8,128
ck7w9awbq3roz0807t67jcli7,190,161,32,153,36,49,198,57
ck7w9bp338a4m0874pw0q3wfj,189,117,51,190,3,104,144,31
ck7w9cp0y3sku0807qvlgl66e,202,122,63,204,17,119,149,37
ck7w9dh1z8az60874hm82vlj2,31,64,139,176,197,118,85,2
ck7w9frv48c2v08746t9gsch6,37,70,101,219,190,179,118,21
ck7w9grcw2udj0981ard0v5w9,51,40,10,141,172,200,210,93
ck7w9hoht3ux50807d3yygnsl,217,157,45,174,37,68,204,52
ck7w9j6r5kiqd0758gbe56hqs,195,116,69,176,34,106,152,43
ck7w9k3td0o9b0a00dxplqbgr,25,43,1,149,170,198,198,87
ck7w9krjn7n0l08664e4ot4g8,13,63,13,187,217,183,213,55
ck7w9lsfg3wm60807qdoc2erc,18,69,32,176,208,152,188,40
ck7w9mac8jf7k0894qj69nc0b,200,127,127,186,35,85,99,26
ck7w9o6hn8g230874x5p8q9sh,97,2,174,47,97,184,27,135
ck7w9pb7b7ple0866zqcf3443,146,30,194,98,82,187,30,116
ck7w9pvaqkmbq0758lif0ef5b,191,142,38,168,19,80,168,47
ck7w9rjoxji0i0894xc4izq7i,132,26,192,102,65,196,11,120
ck7w9sd4t2zwg0981fjovqvrc,174,168,5,139,26,41,190,67
ck7w9tag130d60981893nlq8n,106,26,24,149,99,197,178,77
ck7w9yt3r7gbw0832bvmjxvkt,179,171,23,150,33,55,189,72
ck7w9zlg743j008079hmz8xj7,196,84,174,201,6,153,28,41
ck7wa02ph7gr60832yjtxo433,178,170,11,140,24,39,191,61
ck7wa0nl17ubc0866soudl3zc,174,142,32,131,36,45,178,49
ck7wa1wn20w5v0a0026ib0z70,194,99,60,173,15,87,142,13
ck7wa2trd341o0981l6kvu06d,202,128,41,190,8,91,166,32
ck7wa3lqq7huq0832me1gz2lw,215,168,10,173,5,40,206,31
ck7wa4tqf7id10832kva6l398,201,147,39,151,35,56,197,48
ck7wa6e8h0y520a00r2fdkuoc,57,80,95,156,210,91,172,20
ck7wa7eso7js10832fzdt5okj,37,29,219,71,188,185,11,144
ck7wa8c460z100a00cb3peoi6,203,139,44,189,13,86,165,33
ck7wa9wcm0zqe0a00as0iq7o5,3,87,45,188,217,123,178,23
ck7waaiafkv6g0758fqqjdk5n,210,128,48,162,24,66,186,25
ck7wac0fr7zis0866j7j3y68w,190,109,62,169,29,96,154,36
ck7wadnz7393c0981qh52gj9d,51,58,29,148,184,187,206,88
ck7wag69412ml0a00y64i6bqh,115,29,182,96,68,190,9,123
ck7wagzj64ax30807g3owbtr8,195,131,39,170,17,78,170,39
ck7wai7ui8sqg0874qzabbrh0,188,165,27,152,52,61,205,69
ck7wakziu835r086631dowsev,209,64,176,170,13,113,46,15
ck7wam1prjv070894ldncg11l,178,146,42,161,30,73,166,55
ck7wan04c7r230832kbnvdtui,37,102,155,184,208,105,87,25
ck7wanumw15se0a0033beci6s,174,131,46,176,22,104,144,53
ck7waoj5384pa0866vfwjwenc,194,174,106,223,27,64,115,12
ck7wap4838vmc0874ig6eifua,96,7,183,30,143,179,57,156
ck7wappy74ev90807b049gmx8,170,136,47,148,39,72,157,60
ck7waqffw3efa09813v9afm4v,222,143,47,203,13,91,189,35
ck7was11r863d0866cl5oq1nr,176,148,92,204,4,68,80,12
ck7wavyug19bg0a00dt7mgpni,220,121,58,203,11,101,167,19
ck7wawn3vl53l0758pto9udwk,196,166,13,144,31,45,204,53
ck7way40t1a5z0a009czyqzaw,143,22,202,100,75,186,21,108
ck7wazg4u7w4k08323s93wcac,190,174,12,168,18,64,190,64
ck7wb03b34jh50807fl3hrw74,211,103,53,164,12,73,170,11
ck7wb0oqn8a6f08666kwun5bz,181,179,17,159,27,52,188,79
ck7wb1ezm3jiv0981xylsoty5,183,103,126,171,9,78,66,11
ck7wb1werk20n0894hjdkvyoh,205,75,171,166,22,124,47,33
ck7wb2afok25h0894ecpon928,176,154,26,170,12,70,159,53
ck7wb3vhjl8j10758tvb6z3m2,174,147,26,140,34,49,178,53
ck7wbceq8k6l908944rnad2ok,212,152,24,172,8,52,200,28
ck7wbd6833oqc0981rrdxkyzx,112,24,186,74,112,191,41,142
ck7wbmrg73slp0981dw4a6xl9,208,132,58,169,35,80,184,38
ck7wpxifi65k80a00f4rzg5gd,15,99,60,174,179,109,139,29
ck7wpyij2d5p50866rbc5cqv6,42,27,213,75,191,181,16,137
ck7wpzknccrrv0832fwhboecx,193,105,130,189,18,90,73,9
ck7wq1ala9euj0807p82hme73,13,61,18,175,192,168,190,50
ck7wq20im34qk08132y7xj0ww,31,76,37,172,194,168,191,63
ck7wq2ozjctm008324g72s2rj,12,45,4,153,186,170,195,66
ck7wq3ehg35kv0813a8j9pztp,73,38,153,47,134,183,55,169
ck7wq4am335zl0813jo1nzero,17,80,205,62,219,192,26,201
ck7wq55o26avj0a00iowvvvld,5,116,65,190,188,83,122,12
ck7wq5riqdyon08741zlv2wla,14,64,157,50,166,145,19,154
ck7wq6j0xq6mc0758jkouiwh9,51,42,222,50,214,160,43,144
ck7wq74u3q6vp07585ofronba,59,54,198,96,167,185,32,139
ck7wq7vu6db740866ou114uts,38,44,216,48,209,166,34,158
ck7wq8hz38id60981fw8kvyrb,40,72,104,211,189,172,125,33
ck7wq8sie8ifr0981i31l9bof,33,58,109,15,171,153,89,193
ck7wq9cycdbs808668t7agnoe,19,52,179,88,161,180,1,143
ck7wqa8hn8izr0981h6573m0b,44,149,109,214,216,107,146,37
ck7wqb3el6dkc0a00vcddpvai,39,151,122,205,209,68,122,17
ck7wqbt2fq8sw0758j09w67yg,27,100,150,187,199,103,73,19
ck7wqccnc6e350a00k3lqvyp6,13,74,13,163,156,163,156,74
ck7wqcq6wdddp0866mh3wau4u,1,113,53,178,177,95,122,23
ck7wqddxpq9hp0758j0nhf761,14,78,105,219,192,150,101,14
ck7wqe76ge1v608742sdk4rny,63,47,76,192,177,179,155,34
ck7wqeusce21u0874f4x51y3b,8,104,147,36,195,131,56,196
ck7wqfimq6f730a00y752dgvd,12,83,71,7,199,103,142,181
ck7wqg6wvqah90758ccsitp94,66,42,192,105,150,189,28,119
ck7wqgtugczue08323uxng50u,47,42,168,84,141,157,23,114
ck7wqh47e9m260807bgd9c504,39,49,25,156,202,180,212,68
ck7wqhji06g110a00873daq2f,16,65,202,69,198,185,11,177
ck7wqia0v9me30807ip646yjr,16,105,44,200,201,149,166,50
ck7wqj0iidfrh0866bl4dww4v,52,41,44,141,196,157,208,57
ck7wqjhpke3lw0874d59hjpsd,24,54,20,150,173,150,173,54
ck7wqkab49myd0807dh3serik,9,53,41,168,218,126,192,12
ck7wqkzme6h6a0a00gkd1zki2,23,72,131,173,196,105,84,3
ck7wqlmu5d1hw0832pf8gujk6,7,72,16,184,198,165,184,53
ck7wqmdrtdgth08665s0tfbq1,9,84,30,183,196,146,175,47
ck7wqn0a28nvd098171sm1dh3,35,63,44,153,203,144,196,47
ck7wqnllv8o1y0981ow5rmp7b,18,48,199,64,183,181,3,166
ck7wqod61e561087482bf6m39,182,104,62,170,24,100,140,34
ck7wqoocjdhhx0866qmpi8u5a,26,77,36,170,184,163,177,66
ck7wqphcid2lq0832tu3khlvo,212,146,205,23,11,33,14,156
ck7wqq0mgdhy40866iof7vocw,26,31,195,75,169,182,0,138
ck7wqqsgue5xi0874mqwdo96i,36,64,103,206,196,167,128,21
ck7wqr874qdsi075811qgfvah,21,53,75,213,178,180,111,19
ck7wqrjqzdidi0866pp87z1z2,18,62,18,176,204,180,204,62
ck7wqs8q09pkj0807uks2e5nu,85,40,67,200,170,214,174,58
ck7wqsujb3f6v0813v2deqrj9,56,35,69,190,159,182,142,31
ck7wqt9wbd3nn0832mgsc32q3,48,32,48,164,147,170,147,39
ck7wqtzhudj3v0866n7999kov,11,101,23,168,156,137,132,77
ck7wqumnsd44x0832wlxt2ypj,14,62,14,170,188,161,180,54
ck7wqv9ko9qoc0807yeqvp3qo,7,81,172,39,197,147,40,185
ck7wqvnosd4h70832b7con1uw,46,106,52,152,164,125,158,86
ck7wqw9s6e7na0874a9p91egy,72,36,148,31,133,174,62,174
ck7wqwxtkqfi80758pjw5a0in,210,110,151,190,45,99,98,25
ck7wqxne53gn60813owoug5jx,24,81,171,101,165,184,5,165
ck7wqy8y36l7m0a00whkpuwmp,27,28,193,4,210,111,35,136
ck7wqyv0p6lg40a00cjrjxjbq,21,30,154,12,171,206,46,219
ck7wqzgbpdkrv08661dxdttaw,11,83,34,148,152,124,123,60
ck7wr04fh3hee08138eyq8syx,51,79,196,79,196,171,51,171
ck7wr0vm66lxx0a00ck3968mm,29,65,166,70,156,157,18,152
ck7wr1nk1dlcq0866e0ekyqtw,80,78,145,63,170,168,100,178
ck7wr25vyd6d108326hh6wccl,24,86,39,163,156,127,141,51
ck7wr2oozd6jy08324ckgdoj1,43,8,164,12,181,197,65,197
ck7wr3by6dlty0866gchzgion,37,110,78,163,190,105,149,57
ck7wr3sad3ikt0813m442wlku,33,79,183,79,188,170,28,170
ck7wr49ln8t610981c8vnizv3,94,38,159,48,149,142,74,132
ck7wr4vof3izw0813efh4gwki,97,33,154,58,97,142,46,110
ck7wr5gz1d7ha08329kgbwz0r,60,47,71,173,153,162,137,42
ck7wr5wjeeaqh0874y9tx40ak,46,5,168,5,160,186,46,182
ck7wr6fsc9udt080755a0mhxl,54,60,161,55,161,121,59,126
ck7wr8szi6omo0a007wu9oj0p,36,50,47,134,176,112,165,34
ck7wr9d3ddny40866sy633a8c,77,37,198,37,189,218,68,218
ck7wr9vhqqkk80758lsg16dr1,55,89,189,81,189,163,62,171
ck7wrayf5ql1w0758ft4ggaqm,52,90,129,26,176,67,93,132
ck7wrbmz86pwm0a00gt46bait,48,32,56,185,158,176,149,24
ck7wrc72jqlqn0758guuzdg1y,22,95,40,147,114,118,91,67
ck7wrd2926qhy0a00qgbtlyg2,14,103,6,172,176,157,176,95
ck7wrdq1k8x2a0981ueq0ikqn,30,109,128,39,179,91,77,165
ck7wred3xdb660832bkt3nquf,66,44,154,44,140,188,56,184
ck7wrf6s83n080813mwe2za0x,19,110,48,189,181,135,143,61
ck7wrgu0w8y790981l2o3bsu8,59,20,44,171,142,180,161,29
ck7wrhb1cef4m0874zc0hy73t,55,62,62,153,181,125,167,41
ck7wrhuy4dcmx0832tsie5u1d,56,35,155,29,148,180,43,180
ck7wriixcqo4a0758qifaatvs,31,98,43,164,164,146,152,79
ck7wrj8w98z4o0981skddqhlt,71,54,200,104,172,183,43,132
ck7wrju9lddln0832jqjcfa1f,10,106,146,59,173,140,37,194
ck7wrkabe3p49081323r0g53f,112,8,207,33,172,197,78,171
ck7wrleetegx30874d9po1j55,62,43,147,43,136,166,46,166
ck7wrm8yga1as0807ha1xuf5n,37,88,154,82,184,171,60,182
ck7wrnm473qsg0813ll97w5xd,23,67,31,198,193,160,178,21
ck7wroe9gqrf00758ckulgvkc,26,88,52,150,172,124,141,67
ck7wrozvr6vhk0a00bujckov7,218,131,148,201,29,86,98,22
ck7wrpkpb6vrf0a00upivsbq5,59,29,160,23,166,170,59,182
ck7wrpz223rtj08133jdnr675,22,80,167,80,167,172,16,166
ck7wrqr0j3s9f0813wfbysduq,27,116,73,167,162,102,111,55
ck7wrr87x92xx0981n97wz0jc,10,50,24,158,207,131,194,29
ck7wrrsap3srx0813e9p4o7n9,49,89,115,150,163,119,97,62
ck7wrsaty3t0s0813otf2j3f1,29,39,186,87,163,177,1,125
ck7wrsmema4jc0807278eyw00,82,26,169,26,156,176,69,170
ck7wrtifd941k0981agrs0z8l,3,52,203,52,203,172,3,180
ck7wru3indxdi0866pztz541i,27,103,42,175,169,154,144,78
ck7wrup8gdj4h0832dctqztaz,21,114,65,185,174,125,125,65
ck7wrve87955d0981ylxd7n0a,23,29,129,7,176,181,74,193
ck7wrw00k95f20981aikuhast,50,57,196,79,185,171,32,143
ck7wrwd31qvwd0758nwd0b07w,44,56,145,48,152,200,44,207
ck7wrwzymdkgd08325xivfzwe,57,28,157,28,152,187,40,187
ck7wrxiu996f70981i8zr1t7h,22,89,33,167,156,150,145,72
ck7wry73ha7f60807j5ccvjzc,37,102,65,179,191,137,163,60
ck7wryuy0dlci08320x316ugn,59,50,150,46,153,202,56,202
ck7wrzh9697f809812c6r06i1,213,94,156,184,4,90,65,7
ck7ws0659dm1v0832ny7bms5y,70,7,154,1,154,136,70,141
ck7ws0u2gdmgv08325tohi2ea,75,51,55,180,139,190,159,61
ck7ws1u9de1cu0866gtx85pkr,59,33,69,160,160,160,140,33
ck7ws2njqdnch08327p0rpkv2,111,51,162,89,115,191,64,149
ck7ws3byr99fc09813nhbko4m,17,69,26,185,214,167,205,42
ck7ws3z0g99qr0981kqk49akg,13,76,181,15,223,122,55,183
ck7ws4jjrdob70832juz63d7z,39,72,28,157,220,168,220,83
ck7ws5p58402r0813qdvfug5l,81,18,176,18,181,171,81,171
ck7ws6fd2abh80807n8go4563,96,48,177,43,181,172,91,172
ck7ws791h9bbm09812i9csx6x,46,59,173,42,173,140,40,145
ck7ws82a9r1qt0758zlu0bevk,87,54,80,135,202,142,209,54
ck7ws8xshe4mz086671rvqt5a,56,16,68,180,172,168,160,8
ck7ws9a9f9c8s0981r96emp1j,42,60,204,60,204,152,42,152
ck7ws9xdtetui0874h9mhtv63,13,54,185,48,185,157,13,163
ck7wsa7aedqtc0832irlyrd63,75,65,153,54,174,159,90,169
ck7wsay1jr2xc0758lix6lmpu,87,60,144,60,134,155,77,150
ck7wsbi9m42hc0813ao7bztfk,33,80,172,32,215,112,65,165
ck7wsc6n6drn3083293vuu59j,48,15,177,15,177,197,52,197
ck7wsd0l4dryo08323b1k0h7s,8,117,85,171,178,101,108,55
ck7wsfmtee7gw08667i1yj9px,72,28,150,28,129,167,44,159
ck7wsg83hafr20807d6qfcv73,20,81,38,214,129,208,110,69
ck7wsgy1778mf0a00mjaqihqa,55,34,84,149,164,138,136,23
ck7wshld0ag8g0807mwzxhukf,15,64,15,158,174,152,168,58
ck7wsifvodu280832qybipv4e,48,194,162,203,166,23,48,23
ck7wsiydir68c0758b1hklw1m,26,3,26,120,206,120,206,3
ck7wsj9tt9g5j09817zxgqnja,11,86,27,168,164,117,144,30
ck7wsjqr0dul90832100akdrt,85,40,179,40,179,177,71,177
ck7wsk2ynah8n0807khy1xtql,56,67,139,49,168,179,86,197
ck7wskpcse9jw0866e1i1yqk1,18,72,12,137,150,144,150,65
ck7wslo4r9h7c098116c8yucj,69,26,69,165,162,165,166,26
ck7wsme0w9hh8098193aju3uq,52,71,52,155,185,155,185,64
ck7wsn2srdw0m0832bj56szbr,51,50,39,135,178,147,184,63
ck7wsnixm7bil0a000t28en6f,38,50,134,57,134,223,32,223
ck7wsoc5jdwmc0832h9gcouj6,72,27,58,117,191,155,210,60
ck7wsotcmebc208664lgyuisl,83,21,171,52,114,151,20,115
ck7wttk71eelt0832ue2vhzzs,40,62,134,48,157,201,58,205
ck7wtudf4fhsf0874i79yeotu,47,112,154,94,154,159,53,177
ck7wtvbew7u4n0a00k3uhys0n,28,41,136,10,174,157,58,187
ck7wtw18jfig708742dv9o642,96,10,152,33,129,141,78,113
ck7wtwrxaa1rr0981h0ep2gco,81,35,213,86,177,167,45,111
ck7wtxgv17vcq0a00ult8w83x,13,107,35,180,164,141,136,74
ck7wtycsl4scl0813ph5qmk2l,12,81,44,177,217,126,185,30
ck7wtyxi8ev9h0866cukgel4p,87,12,185,55,158,121,54,72
ck7wtzgtqa34p0981668hkyz4,35,22,144,16,151,172,28,179
ck7wu061sa3f80981u8ni28pf,53,64,180,74,160,150,28,135
ck7wu15xy7x7s0a00931nw4vy,70,79,191,107,174,182,53,159
ck7wu1rufeidq0832k0mvetjn,52,76,180,81,180,150,46,150
ck7wu2fey4uhb081362enrfqp,118,25,203,64,126,172,33,126
ck7wu35kdexkc0866b3em7xim,53,19,215,71,184,170,12,112
ck7wu3xgdrvw607588nz9l8l5,62,52,198,91,182,168,39,130
ck7wu4orxa6d20981dmk9y3li,89,29,172,52,113,158,24,135
ck7wu5ew3eks40832sd5p2igk,49,64,49,169,217,134,210,29
ck7wu62kyfnxm0874vrl3n7v0,105,64,160,92,100,178,41,146
ck7wu6ljl4x8k0813xkbezrpw,68,51,157,45,174,163,85,174
ck7wu771pry300758776tf5tu,51,16,167,12,178,193,69,193
