ID,Label
ck7p0jchqbqd60752vw4yajp8,"{""points"":[{""geometry"":[{""x"":825,""y"":1663},{""x"":781,""y"":2118},{""x"":1507,""y"":2172},{""x"":1536,""y"":1726}]}]}"
ck7p0jqw5ffk90866qko22tyr,"{""points"":[{""geometry"":[{""x"":1671,""y"":1460},{""x"":1790,""y"":1586},{""x"":1592,""y"":1777},{""x"":1475,""y"":1642}]}]}"
ck7p0k2vjbp6y0807mz5gyaiw,"{""points"":[{""geometry"":[{""x"":1670,""y"":1542},{""x"":986,""y"":1610},{""x"":1034,""y"":2045},{""x"":1721,""y"":1973}]}]}"
ck7p0ker5ntgi0812rc0e8nai,"{""points"":[{""geometry"":[{""x"":1796,""y"":2133},{""x"":1278,""y"":2152},{""x"":1282,""y"":2480},{""x"":1806,""y"":2465}]}]}"
ck7p0koy1sqtn0758465s3ego,"{""points"":[{""geometry"":[{""x"":750,""y"":2109},{""x"":843,""y"":2547},{""x"":1544,""y"":2359},{""x"":1428,""y"":1925}]}]}"
ck7p0kz1xbq1a08073psn7xbm,"{""points"":[{""geometry"":[{""x"":922,""y"":2379},{""x"":992,""y"":2849},{""x"":1282,""y"":2814},{""x"":1224,""y"":2334}]}]}"
ck7p0ld3obs2a0752v5duidnu,"{""points"":[{""geometry"":[{""x"":1280,""y"":1870},{""x"":1367,""y"":2309},{""x"":1659,""y"":2242},{""x"":1562,""y"":1803}]}]}"
ck7p0lrhufh9y08661tdhtibq,"{""points"":[{""geometry"":[{""x"":1380,""y"":1509},{""x"":1300,""y"":1834},{""x"":1820,""y"":1970},{""x"":1873,""y"":1642}]}]}"
ck7p0m2opfhgd0866hnqvs504,"{""points"":[{""geometry"":[{""x"":817,""y"":2066},{""x"":879,""y"":2459},{""x"":1535,""y"":2236},{""x"":1431,""y"":1844}]}]}"
ck7p0mhfsnv5608126ue5s82p,"{""points"":[{""geometry"":[{""x"":1296,""y"":1534},{""x"":1314,""y"":1835},{""x"":1500,""y"":1829},{""x"":1488,""y"":1528}]}]}"
ck7p0mtdxnvd90812hxzc2ed6,"{""points"":[{""geometry"":[{""x"":1484,""y"":1621},{""x"":1526,""y"":1919},{""x"":1044,""y"":1974},{""x"":1010,""y"":1670}]}]}"
ck7p0n95ybt990752g4flmte6,"{""points"":[{""geometry"":[{""x"":1158,""y"":1983},{""x"":1219,""y"":2297},{""x"":1727,""y"":2207},{""x"":1659,""y"":1886}]}]}"
ck7p0no9afily0866tgzjcfy9,"{""points"":[{""geometry"":[{""x"":1239,""y"":1798},{""x"":1035,""y"":2156},{""x"":1595,""y"":2491},{""x"":1821,""y"":2122}]}]}"
ck7p0nzy8btrr0752a74jyjl0,"{""points"":[{""geometry"":[{""x"":1277,""y"":1960},{""x"":1025,""y"":2444},{""x"":1334,""y"":2601},{""x"":1581,""y"":2111}]}]}"
ck7p0oanx6kja0877v79xopa8,"{""points"":[{""geometry"":[{""x"":1119,""y"":1627},{""x"":1100,""y"":1948},{""x"":1599,""y"":2026},{""x"":1631,""y"":1687}]}]}"
ck7p0om88wv8t0731pe7tbuao,"{""points"":[{""geometry"":[{""x"":990,""y"":514},{""x"":1389,""y"":439},{""x"":1567,""y"":1070},{""x"":1191,""y"":1163}]}]}"
ck7p0oyajg9zv087439q9ndhb,"{""points"":[{""geometry"":[{""x"":1045,""y"":2025},{""x"":908,""y"":2397},{""x"":1442,""y"":2526},{""x"":1580,""y"":2110}]}]}"
ck7p0pg6lnx0y0812lk185bes,"{""points"":[{""geometry"":[{""x"":1436,""y"":1359},{""x"":1257,""y"":1479},{""x"":1449,""y"":1766},{""x"":1630,""y"":1656}]}]}"
ck7p0q1brgalo0874oesj7dsb,"{""points"":[{""geometry"":[{""x"":1686,""y"":1907},{""x"":1215,""y"":1901},{""x"":1207,""y"":2200},{""x"":1686,""y"":2206}]}]}"
ck7p0qrfffk1q08664neh4g9w,"{""points"":[{""geometry"":[{""x"":1860,""y"":1959},{""x"":1889,""y"":2301},{""x"":1342,""y"":2339},{""x"":1322,""y"":1998}]}]}"
ck7p0rz1xwx2d0731383536tq,"{""points"":[{""geometry"":[{""x"":1241,""y"":1856},{""x"":1653,""y"":2043},{""x"":1353,""y"":2712},{""x"":932,""y"":2508}]}]}"
ck7p0t8fubuq50807conmn6ou,"{""points"":[{""geometry"":[{""x"":1974,""y"":1629},{""x"":2116,""y"":2069},{""x"":1415,""y"":2264},{""x"":1297,""y"":1818}]}]}"
ck7p0v09obxuy0752eytei6g9,"{""points"":[{""geometry"":[{""x"":1416,""y"":1522},{""x"":1635,""y"":1755},{""x"":1267,""y"":2105},{""x"":1051,""y"":1872}]}]}"
ck7p0vc26sxh407588sw3ztbd,"{""points"":[{""geometry"":[{""x"":1020,""y"":1477},{""x"":1436,""y"":1429},{""x"":1491,""y"":2084},{""x"":1073,""y"":2134}]}]}"
ck7p0vpombya30752e5vk25rw,"{""points"":[{""geometry"":[{""x"":941,""y"":1983},{""x"":931,""y"":2609},{""x"":1352,""y"":2587},{""x"":1333,""y"":1955}]}]}"
ck7p0w211fnch0866q7efwj7j,"{""points"":[{""geometry"":[{""x"":1623,""y"":1844},{""x"":1484,""y"":1940},{""x"":1630,""y"":2160},{""x"":1767,""y"":2069}]}]}"
ck7p0wfoesy0s0758ut53gagw,"{""points"":[{""geometry"":[{""x"":1085,""y"":2291},{""x"":1038,""y"":2853},{""x"":1391,""y"":2872},{""x"":1421,""y"":2303}]}]}"
ck7p0wuftgefs0874q5ltltpy,"{""points"":[{""geometry"":[{""x"":1277,""y"":2084},{""x"":1287,""y"":2418},{""x"":1821,""y"":2400},{""x"":1798,""y"":2058}]}]}"
ck7p0x77dgemk0874h8y5hwdv,"{""points"":[{""geometry"":[{""x"":1266,""y"":1715},{""x"":1309,""y"":2297},{""x"":1689,""y"":2260},{""x"":1635,""y"":1686}]}]}"
ck7p0xjgqx0cf0731sjombb2v,"{""points"":[{""geometry"":[{""x"":1465,""y"":1864},{""x"":1097,""y"":2221},{""x"":1312,""y"":2442},{""x"":1659,""y"":2093}]}]}"
ck7p0y4flbxp90807quwdzrnp,"{""points"":[{""geometry"":[{""x"":1198,""y"":1564},{""x"":1067,""y"":1858},{""x"":1544,""y"":2058},{""x"":1667,""y"":1751}]}]}"
ck7p0yjl0bzrs0752ki4tzctt,"{""points"":[{""geometry"":[{""x"":1001,""y"":1610},{""x"":1018,""y"":2028},{""x"":1696,""y"":1946},{""x"":1666,""y"":1507}]}]}"
ck7p0yub8o2df0812ucsy6rp6,"{""points"":[{""geometry"":[{""x"":1061,""y"":1966},{""x"":1094,""y"":2522},{""x"":1470,""y"":2462},{""x"":1411,""y"":1911}]}]}"
ck7p0zat5o2og0812onymd8te,"{""points"":[{""geometry"":[{""x"":1465,""y"":1373},{""x"":1688,""y"":1629},{""x"":1515,""y"":1767},{""x"":1294,""y"":1503}]}]}"
ck7p0zok0fp840866mnhorwpz,"{""points"":[{""geometry"":[{""x"":1451,""y"":2041},{""x"":1665,""y"":2239},{""x"":1542,""y"":2372},{""x"":1330,""y"":2174}]}]}"
ck7p101fdgg7i0874dix1tid8,"{""points"":[{""geometry"":[{""x"":1107,""y"":1967},{""x"":1034,""y"":2489},{""x"":1372,""y"":2526},{""x"":1434,""y"":2001}]}]}"
ck7p10c22t0an07580bqrifwa,"{""points"":[{""geometry"":[{""x"":1185,""y"":2121},{""x"":1185,""y"":2458},{""x"":1739,""y"":2455},{""x"":1721,""y"":2111}]}]}"
ck7p10oymc1180752k426pxlh,"{""points"":[{""geometry"":[{""x"":1347,""y"":1753},{""x"":1629,""y"":2061},{""x"":1132,""y"":2516},{""x"":852,""y"":2206}]}]}"
ck7p110prx2ac0731dqx07meg,"{""points"":[{""geometry"":[{""x"":1369,""y"":2077},{""x"":1314,""y"":2493},{""x"":1580,""y"":2526},{""x"":1626,""y"":2104}]}]}"
ck7p11c4vgh1p0874sbtlhxjk,"{""points"":[{""geometry"":[{""x"":1462,""y"":1267},{""x"":968,""y"":1400},{""x"":1157,""y"":2144},{""x"":1654,""y"":2040}]}]}"
ck7p11qf9x2qt0731xom9necy,"{""points"":[{""geometry"":[{""x"":1144,""y"":1041},{""x"":881,""y"":1689},{""x"":1282,""y"":1864},{""x"":1554,""y"":1215}]}]}"
ck7p126fwx33z0731fvgtjzos,"{""points"":[{""geometry"":[{""x"":1001,""y"":1901},{""x"":1325,""y"":1977},{""x"":1160,""y"":2539},{""x"":831,""y"":2442}]}]}"
ck7p12le7o4qs0812tvk7a5qf,"{""points"":[{""geometry"":[{""x"":1789,""y"":1211},{""x"":1720,""y"":1404},{""x"":2008,""y"":1523},{""x"":2089,""y"":1321}]}]}"
ck7p12ysffr8x0866zeo58azo,"{""points"":[{""geometry"":[{""x"":1382,""y"":1403},{""x"":1360,""y"":1582},{""x"":1677,""y"":1622},{""x"":1713,""y"":1447}]}]}"
ck7p13e9tfrk00866bjaqxtke,"{""points"":[{""geometry"":[{""x"":1222,""y"":2135},{""x"":1145,""y"":2602},{""x"":1447,""y"":2645},{""x"":1507,""y"":2169}]}]}"
ck7p141who5sg081211st40an,"{""points"":[{""geometry"":[{""x"":930,""y"":1661},{""x"":1706,""y"":1751},{""x"":1563,""y"":2932},{""x"":800,""y"":2847}]}]}"
ck7p14fb06u730877y7xi78v8,"{""points"":[{""geometry"":[{""x"":1312,""y"":1460},{""x"":1162,""y"":2062},{""x"":1541,""y"":2159},{""x"":1698,""y"":1558}]}]}"
ck7p14zdpx4mw0731amxv16z9,"{""points"":[{""geometry"":[{""x"":1383,""y"":1463},{""x"":1207,""y"":1942},{""x"":1508,""y"":2062},{""x"":1695,""y"":1592}]}]}"
ck7p15diax4rx07312xmg6dtm,"{""points"":[{""geometry"":[{""x"":1270,""y"":1592},{""x"":1102,""y"":2103},{""x"":1442,""y"":2209},{""x"":1605,""y"":1700}]}]}"
ck7p15pcwc3s30752yw6huhih,"{""points"":[{""geometry"":[{""x"":1080,""y"":1588},{""x"":1046,""y"":2034},{""x"":1733,""y"":2084},{""x"":1764,""y"":1618}]}]}"
ck7p161wcgjl40874kq8hvq4i,"{""points"":[{""geometry"":[{""x"":1051,""y"":2315},{""x"":1251,""y"":2615},{""x"":1732,""y"":2171},{""x"":1498,""y"":1890}]}]}"
ck7p16ex4c42w075243mfabw9,"{""points"":[{""geometry"":[{""x"":1708,""y"":1614},{""x"":1655,""y"":1800},{""x"":1939,""y"":1874},{""x"":1995,""y"":1690}]}]}"
ck7p16u44c47f0752hm4dadp4,"{""points"":[{""geometry"":[{""x"":1867,""y"":2034},{""x"":1913,""y"":2333},{""x"":1426,""y"":2401},{""x"":1389,""y"":2092}]}]}"
ck7p17prut3ve0758qevgq55a,"{""points"":[{""geometry"":[{""x"":1150,""y"":1712},{""x"":1675,""y"":2260},{""x"":1320,""y"":2602},{""x"":796,""y"":2042}]}]}"
ck7p18ej8t44m0758tznhv0js,"{""points"":[{""geometry"":[{""x"":1585,""y"":1615},{""x"":1785,""y"":1915},{""x"":1287,""y"":2243},{""x"":1109,""y"":1923}]}]}"
ck7p1936ax5zz073123ysuyyu,"{""points"":[{""geometry"":[{""x"":1388,""y"":1936},{""x"":1659,""y"":2032},{""x"":1488,""y"":2486},{""x"":1206,""y"":2377}]}]}"
ck7p19hbox69s0731lefb5dfp,"{""points"":[{""geometry"":[{""x"":1841,""y"":3164},{""x"":1848,""y"":3507},{""x"":1323,""y"":3503},{""x"":1337,""y"":3156}]}]}"
ck7p1c5eio8qu0812xe3bm1l6,"{""points"":[{""geometry"":[{""x"":1344,""y"":1653},{""x"":761,""y"":1968},{""x"":956,""y"":2343},{""x"":1561,""y"":2030}]}]}"
ck7p1cro7x7is0731xvkr1dd4,"{""points"":[{""geometry"":[{""x"":1176,""y"":1788},{""x"":1404,""y"":2219},{""x"":1019,""y"":2465},{""x"":839,""y"":2006}]}]}"
ck7p1dis4c4vv0807ep19d8tv,"{""points"":[{""geometry"":[{""x"":927,""y"":2059},{""x"":813,""y"":2224},{""x"":1080,""y"":2394},{""x"":1192,""y"":2231}]}]}"
ck7p1du8zo9br0812pg3d7lmk,"{""points"":[{""geometry"":[{""x"":1297,""y"":2237},{""x"":1293,""y"":2506},{""x"":1728,""y"":2495},{""x"":1721,""y"":2223}]}]}"
ck7p1ecx9o9je081258vmo921,"{""points"":[{""geometry"":[{""x"":1364,""y"":1507},{""x"":1020,""y"":2055},{""x"":1376,""y"":2271},{""x"":1714,""y"":1720}]}]}"
ck7p1fxzoc5oq08074wo128xz,"{""points"":[{""geometry"":[{""x"":1143,""y"":1611},{""x"":1058,""y"":2345},{""x"":1519,""y"":2399},{""x"":1608,""y"":1660}]}]}"
ck7p1gl7hgndy0874qp67a0z9,"{""points"":[{""geometry"":[{""x"":1395,""y"":1590},{""x"":1143,""y"":1754},{""x"":1382,""y"":2166},{""x"":1646,""y"":2005}]}]}"
ck7p1h14rc7u10752csktaxm3,"{""points"":[{""geometry"":[{""x"":2442,""y"":2116},{""x"":2590,""y"":2404},{""x"":2118,""y"":2715},{""x"":2007,""y"":2422}]}]}"
ck7p1hex1c82j07525avmbzgd,"{""points"":[{""geometry"":[{""x"":1126,""y"":1711},{""x"":520,""y"":1913},{""x"":594,""y"":2296},{""x"":1229,""y"":2102}]}]}"
ck7p1hsb6x9890731v05tq5z7,"{""points"":[{""geometry"":[{""x"":1471,""y"":1564},{""x"":829,""y"":1633},{""x"":785,""y"":2036},{""x"":1452,""y"":1993}]}]}"
ck7p1i69mt7v60758n2hrb0fn,"{""points"":[{""geometry"":[{""x"":1782,""y"":1792},{""x"":1724,""y"":1996},{""x"":2042,""y"":2046},{""x"":2108,""y"":1844}]}]}"
ck7p1iijnt7zo07581gqjqmdq,"{""points"":[{""geometry"":[{""x"":1720,""y"":2241},{""x"":1724,""y"":2546},{""x"":1241,""y"":2546},{""x"":1244,""y"":2245}]}]}"
ck7p1ivwsx9p40731wra1ixh6,"{""points"":[{""geometry"":[{""x"":1875,""y"":1932},{""x"":1821,""y"":2348},{""x"":1157,""y"":2269},{""x"":1216,""y"":1853}]}]}"
ck7p1jbt9x9uh0731e6lq3flg,"{""points"":[{""geometry"":[{""x"":1433,""y"":1662},{""x"":936,""y"":2094},{""x"":1236,""y"":2430},{""x"":1725,""y"":1960}]}]}"
ck7p1jrlyxa1n0731229jbehd,"{""points"":[{""geometry"":[{""x"":1066,""y"":1843},{""x"":1013,""y"":2162},{""x"":1529,""y"":2253},{""x"":1575,""y"":1921}]}]}"
ck7p1khf5c7bt0807h3y49qa6,"{""points"":[{""geometry"":[{""x"":901,""y"":767},{""x"":546,""y"":868},{""x"":769,""y"":1462},{""x"":1101,""y"":1344}]}]}"
ck7p1laq2oc8j0812zlqvv6jy,"{""points"":[{""geometry"":[{""x"":1603,""y"":2450},{""x"":1238,""y"":2320},{""x"":1038,""y"":2882},{""x"":1405,""y"":3028}]}]}"
ck7p1lq70c9y60752wrpy0nrj,"{""points"":[{""geometry"":[{""x"":1137,""y"":1584},{""x"":721,""y"":1638},{""x"":682,""y"":2317},{""x"":1123,""y"":2280}]}]}"
ck7p1m93dgq7y08746e9v4u1z,"{""points"":[{""geometry"":[{""x"":1749,""y"":2507},{""x"":1244,""y"":2554},{""x"":1269,""y"":2893},{""x"":1791,""y"":2839}]}]}"
ck7p1mrc3t9u707589wl3us59,"{""points"":[{""geometry"":[{""x"":1757,""y"":1948},{""x"":1218,""y"":1947},{""x"":1207,""y"":2286},{""x"":1758,""y"":2296}]}]}"
ck7p1n5h4od0508125fchl8vo,"{""points"":[{""geometry"":[{""x"":1769,""y"":1942},{""x"":1080,""y"":1994},{""x"":1110,""y"":2428},{""x"":1806,""y"":2373}]}]}"
ck7p1ninic8r00807qrkcb82c,"{""points"":[{""geometry"":[{""x"":1500,""y"":1868},{""x"":1082,""y"":1805},{""x"":976,""y"":2473},{""x"":1400,""y"":2531}]}]}"
ck7p1ntj0c8wf0807wvksda1z,"{""points"":[{""geometry"":[{""x"":1663,""y"":2121},{""x"":1625,""y"":2421},{""x"":1153,""y"":2345},{""x"":1198,""y"":2056}]}]}"
ck7p1oao2cb92075294qlok7y,"{""points"":[{""geometry"":[{""x"":2077,""y"":1243},{""x"":2018,""y"":1574},{""x"":2604,""y"":1648},{""x"":2649,""y"":1313}]}]}"
ck7p1opbqodsu08128nptsjeh,"{""points"":[{""geometry"":[{""x"":1300,""y"":2534},{""x"":1188,""y"":2939},{""x"":1735,""y"":3127},{""x"":1847,""y"":2665}]}]}"
ck7p1p2qmtazd07582yom1n3n,"{""points"":[{""geometry"":[{""x"":658,""y"":1507},{""x"":540,""y"":2259},{""x"":965,""y"":2287},{""x"":1067,""y"":1494}]}]}"
ck7p1q2hkgs1j0874p1ewjors,"{""points"":[{""geometry"":[{""x"":1363,""y"":2206},{""x"":1359,""y"":2456},{""x"":1776,""y"":2449},{""x"":1764,""y"":2197}]}]}"
ck7p1qguptbhu0758tkhqyp4b,"{""points"":[{""geometry"":[{""x"":1153,""y"":2007},{""x"":1173,""y"":2355},{""x"":1729,""y"":2296},{""x"":1708,""y"":1960}]}]}"
ck7p1qyaf72zs0877e846fjyz,"{""points"":[{""geometry"":[{""x"":1013,""y"":2000},{""x"":870,""y"":2654},{""x"":1283,""y"":2744},{""x"":1421,""y"":2080}]}]}"
ck7p1r807ca8l0807lo6rizg1,"{""points"":[{""geometry"":[{""x"":1294,""y"":2000},{""x"":1028,""y"":2052},{""x"":1117,""y"":2488},{""x"":1382,""y"":2434}]}]}"
ck7p1rn16tbxu0758cgcr3wd5,"{""points"":[{""geometry"":[{""x"":1170,""y"":1771},{""x"":991,""y"":2229},{""x"":1267,""y"":2326},{""x"":1451,""y"":1865}]}]}"
ck7p1s17100sk0950kjj3osil,"{""points"":[{""geometry"":[{""x"":937,""y"":2583},{""x"":740,""y"":3106},{""x"":1055,""y"":3222},{""x"":1256,""y"":2686}]}]}"
ck7p1snxy011n0950gk00o5pt,"{""points"":[{""geometry"":[{""x"":1543,""y"":1565},{""x"":971,""y"":1983},{""x"":1245,""y"":2338},{""x"":1803,""y"":1906}]}]}"
ck7p1t1z1ofhh08127aintb4r,"{""points"":[{""geometry"":[{""x"":1235,""y"":1589},{""x"":1039,""y"":1841},{""x"":1202,""y"":1967},{""x"":1402,""y"":1714}]}]}"
ck7p1thvcofmm0812c81jk29b,"{""points"":[{""geometry"":[{""x"":1895,""y"":1339},{""x"":2234,""y"":1326},{""x"":2017,""y"":1733},{""x"":1633,""y"":1732}]}]}"
ck7p1tylxcdga0752otiwphfl,"{""points"":[{""geometry"":[{""x"":1624,""y"":1365},{""x"":1569,""y"":1604},{""x"":1720,""y"":1640},{""x"":1775,""y"":1397}]}]}"
ck7p1udkocdmh0752sm72sefp,"{""points"":[{""geometry"":[{""x"":1412,""y"":2227},{""x"":1653,""y"":2244},{""x"":1611,""y"":2373},{""x"":1390,""y"":2360}]}]}"
ck7p1usw0cdt807527xw9l1pb,"{""points"":[{""geometry"":[{""x"":1119,""y"":2615},{""x"":1063,""y"":2840},{""x"":1209,""y"":2872},{""x"":1266,""y"":2648}]}]}"
ck7p1v7sp023n09502fkt6h7f,"{""points"":[{""geometry"":[{""x"":1518,""y"":1433},{""x"":1586,""y"":1626},{""x"":2223,""y"":1431},{""x"":2107,""y"":1264}]}]}"
ck7p1vlnhoggj0812vgp787ee,"{""points"":[{""geometry"":[{""x"":1649,""y"":1503},{""x"":1562,""y"":1758},{""x"":1724,""y"":1815},{""x"":1813,""y"":1554}]}]}"
ck7p1vz5logm30812uxc5n8l4,"{""points"":[{""geometry"":[{""x"":1334,""y"":1013},{""x"":1245,""y"":1167},{""x"":1465,""y"":1322},{""x"":1563,""y"":1172}]}]}"
ck7p1wagn02ie095080bhpr5p,"{""points"":[{""geometry"":[{""x"":1022,""y"":1352},{""x"":990,""y"":1666},{""x"":1175,""y"":1692},{""x"":1223,""y"":1372}]}]}"
ck7p1wxbhg3g70866unar3hkh,"{""points"":[{""geometry"":[{""x"":1873,""y"":1249},{""x"":2110,""y"":1395},{""x"":1616,""y"":1768},{""x"":1419,""y"":1589}]}]}"
ck7p1xer0033m0950z4p7htk7,"{""points"":[{""geometry"":[{""x"":1916,""y"":1603},{""x"":1731,""y"":1597},{""x"":1723,""y"":1885},{""x"":1911,""y"":1895}]}]}"
ck7p1xx5l03a10950q3ro907h,"{""points"":[{""geometry"":[{""x"":2193,""y"":1532},{""x"":2195,""y"":1684},{""x"":1926,""y"":1694},{""x"":1933,""y"":1552}]}]}"
ck7p1y9wx03he0950p0ht2e02,"{""points"":[{""geometry"":[{""x"":1498,""y"":1353},{""x"":1576,""y"":1768},{""x"":851,""y"":1891},{""x"":797,""y"":1466}]}]}"
ck7p1yngx03mn09505hvofjqo,"{""points"":[{""geometry"":[{""x"":1960,""y"":1284},{""x"":1959,""y"":1498},{""x"":1343,""y"":1566},{""x"":1380,""y"":1354}]}]}"
ck7p1z7f6oi9a08123mrai8id,"{""points"":[{""geometry"":[{""x"":1976,""y"":1510},{""x"":1811,""y"":1644},{""x"":2021,""y"":1897},{""x"":2185,""y"":1777}]}]}"
ck7p1zmahgw6y0874r8qshvya,"{""points"":[{""geometry"":[{""x"":1834,""y"":1158},{""x"":1678,""y"":1291},{""x"":1919,""y"":1543},{""x"":2078,""y"":1425}]}]}"
ck7p203sm04ef0950wnwlzood,"{""points"":[{""geometry"":[{""x"":1049,""y"":1601},{""x"":635,""y"":1643},{""x"":653,""y"":2277},{""x"":1121,""y"":2213}]}]}"
ck7p20iepcgfw0752mc651ewv,"{""points"":[{""geometry"":[{""x"":1862,""y"":1054},{""x"":2058,""y"":1200},{""x"":1470,""y"":1482},{""x"":1314,""y"":1303}]}]}"
ck7p20vovgwxb0874pxu1y3l1,"{""points"":[{""geometry"":[{""x"":1533,""y"":939},{""x"":1386,""y"":1017},{""x"":1504,""y"":1283},{""x"":1668,""y"":1197}]}]}"
ck7p217pjg5t808666t028qqc,"{""points"":[{""geometry"":[{""x"":851,""y"":2247},{""x"":844,""y"":2462},{""x"":1187,""y"":2475},{""x"":1187,""y"":2251}]}]}"
ck7p21pwgtgea075840c3j6op,"{""points"":[{""geometry"":[{""x"":1460,""y"":1363},{""x"":1373,""y"":1546},{""x"":1664,""y"":1677},{""x"":1739,""y"":1493}]}]}"
ck7p2247ig6a008661iw34fzc,"{""points"":[{""geometry"":[{""x"":1233,""y"":1871},{""x"":1254,""y"":2234},{""x"":570,""y"":2289},{""x"":592,""y"":1910}]}]}"
ck7p22haq05n00950irr6m79f,"{""points"":[{""geometry"":[{""x"":1638,""y"":1389},{""x"":1545,""y"":1564},{""x"":1822,""y"":1723},{""x"":1922,""y"":1540}]}]}"
ck7p22vbcok940812m45618qv,"{""points"":[{""geometry"":[{""x"":1489,""y"":711},{""x"":1291,""y"":941},{""x"":1447,""y"":1061},{""x"":1631,""y"":831}]}]}"
ck7p23d54cfqz0807red2nlx9,"{""points"":[{""geometry"":[{""x"":1380,""y"":2255},{""x"":1260,""y"":2389},{""x"":1484,""y"":2603},{""x"":1606,""y"":2451}]}]}"
ck7p23q1othde0758sjykkhku,"{""points"":[{""geometry"":[{""x"":1738,""y"":1696},{""x"":1561,""y"":1971},{""x"":1731,""y"":2082},{""x"":1916,""y"":1802}]}]}"
ck7p24zr679l00877t74jimt0,"{""points"":[{""geometry"":[{""x"":1147,""y"":1642},{""x"":647,""y"":1970},{""x"":879,""y"":2257},{""x"":1383,""y"":1880}]}]}"
ck7p25bj7olk10812etrzm8vm,"{""points"":[{""geometry"":[{""x"":1482,""y"":1488},{""x"":1397,""y"":1618},{""x"":1625,""y"":1767},{""x"":1709,""y"":1623}]}]}"
ck7p25oapolt70812en881nqs,"{""points"":[{""geometry"":[{""x"":1134,""y"":349},{""x"":1049,""y"":582},{""x"":1355,""y"":736},{""x"":1462,""y"":529}]}]}"
ck7p266aw07fv0950ilgcf8se,"{""points"":[{""geometry"":[{""x"":1237,""y"":2234},{""x"":1141,""y"":2376},{""x"":1351,""y"":2529},{""x"":1445,""y"":2384}]}]}"
ck7p26i9ychcm0807gmkcq4om,"{""points"":[{""geometry"":[{""x"":1414,""y"":1941},{""x"":1275,""y"":2221},{""x"":1456,""y"":2302},{""x"":1595,""y"":2021}]}]}"
ck7p26vu8cjmw07525tq2q5il,"{""points"":[{""geometry"":[{""x"":737,""y"":1882},{""x"":710,""y"":2229},{""x"":1368,""y"":2206},{""x"":1363,""y"":1865}]}]}"
ck7p275j3cjp80752wryio2p7,"{""points"":[{""geometry"":[{""x"":309,""y"":1846},{""x"":392,""y"":2182},{""x"":1022,""y"":1985},{""x"":911,""y"":1687}]}]}"
ck7p27ltx7atr08776esoddfb,"{""points"":[{""geometry"":[{""x"":2260,""y"":1284},{""x"":2279,""y"":1488},{""x"":1938,""y"":1511},{""x"":1926,""y"":1306}]}]}"
ck7p28jgng99e0866g64m0xc1,"{""points"":[{""geometry"":[{""x"":463,""y"":244},{""x"":631,""y"":503},{""x"":1025,""y"":265},{""x"":804,""y"":0}]}]}"
ck7p28xm2ci9k0807p7ysn7yt,"{""points"":[{""geometry"":[{""x"":1575,""y"":2352},{""x"":1608,""y"":2564},{""x"":1272,""y"":2610},{""x"":1246,""y"":2398}]}]}"
ck7p2a5al7c5z0877xp83yba6,"{""points"":[{""geometry"":[{""x"":1328,""y"":1369},{""x"":1509,""y"":1388},{""x"":1478,""y"":1680},{""x"":1298,""y"":1658}]}]}"
ck7p2ahvitkqd07588zosmr3i,"{""points"":[{""geometry"":[{""x"":1040,""y"":1438},{""x"":999,""y"":1661},{""x"":1694,""y"":1568},{""x"":1679,""y"":1354}]}]}"
ck7p2b08atl2r07588o7teq2l,"{""points"":[{""geometry"":[{""x"":1484,""y"":1747},{""x"":1570,""y"":1855},{""x"":1773,""y"":1701},{""x"":1670,""y"":1591}]}]}"
ck7p2bbsrclup0752nwpls6d8,"{""points"":[{""geometry"":[{""x"":1459,""y"":838},{""x"":1330,""y"":985},{""x"":1554,""y"":1204},{""x"":1687,""y"":1058}]}]}"
ck7p2byz8gb810866err1a99i,"{""points"":[{""geometry"":[{""x"":1422,""y"":2092},{""x"":1244,""y"":2293},{""x"":1365,""y"":2418},{""x"":1549,""y"":2222}]}]}"
ck7p2cbtfcmcu07529l6s508t,"{""points"":[{""geometry"":[{""x"":1503,""y"":2110},{""x"":1379,""y"":2407},{""x"":1575,""y"":2473},{""x"":1704,""y"":2168}]}]}"
ck7p2cufntlyi07587lhda4kx,"{""points"":[{""geometry"":[{""x"":1969,""y"":1258},{""x"":2058,""y"":1445},{""x"":1325,""y"":1614},{""x"":1310,""y"":1409}]}]}"
ck7p2daaegbwu0866ivf9i1fa,"{""points"":[{""geometry"":[{""x"":1778,""y"":1274},{""x"":1598,""y"":1483},{""x"":1729,""y"":1591},{""x"":1912,""y"":1375}]}]}"
ck7p2do6r7e4r0877svh5taw0,"{""points"":[{""geometry"":[{""x"":1226,""y"":996},{""x"":1007,""y"":1246},{""x"":1181,""y"":1391},{""x"":1385,""y"":1134}]}]}"
ck7p2e2gt0bj80950o3ldakaa,"{""points"":[{""geometry"":[{""x"":2224,""y"":2265},{""x"":2035,""y"":2264},{""x"":2049,""y"":2580},{""x"":2242,""y"":2582}]}]}"
ck7p2ee35clkx0807tkas2rpv,"{""points"":[{""geometry"":[{""x"":1536,""y"":2075},{""x"":1471,""y"":2373},{""x"":1650,""y"":2424},{""x"":1721,""y"":2111}]}]}"
ck7p2eox3oqpr08120zfaegv1,"{""points"":[{""geometry"":[{""x"":2291,""y"":1345},{""x"":1675,""y"":1501},{""x"":1621,""y"":1777},{""x"":2307,""y"":1620}]}]}"
